Data	T min (°c)	T media (°c)	T max (°c)	Pioggia (mm)	Punto rugiada (°c) 	Umidità (%) 	Vento media (km/h)	Ventomax (km/h) 	Raffica (km/h)	Pressione slm (mb)	Pressione media (mb) 
09/02/2004	3	7.7	14.6	0	2	67	5	15	0	1021	991
10/02/2004	-2.2	3.6	11.8	0	-3.4	60	3	13	0	1029	998
11/02/2004	0.6	6.7	10.2	0	4	83	7	17	0	1021	991
12/02/2004	-0.6	4.4	9.4	0	-1.8	64	4	9	0	1020	990
13/02/2004	-0.4	2.5	8.6	0	-5.2	57	1	5	0	1029	998
14/02/2004	-1.4	3.7	10	0	0.5	80	0	0	0	1025	994
15/02/2004	2.4	6.3	11.8	0	2.6	77	1	5	0	1019	988
16/02/2004	1.4	6.7	13.6	0	0.8	66	1	5	0	1021	991
17/02/2004	0.2	5.9	11	0	-2.9	53	4	11	0	1026	995
18/02/2004	-4	3.2	10	0	-0.9	74	1	5	0	1020	989
19/02/2004	4.2	5.3	7.2	1	3.1	86	5	11	0	1011	980
20/02/2004	4.4	7.3	11.2	5.1	3.2	75	7	15	0	1018	988
21/02/2004	6.4	9.8	13.8	6.1	5.8	76	4	11	0	1018	988
22/02/2004	9.4	12.6	14.2	3.1	10.1	85	9	17	0	1008	979
23/02/2004	8.8	11.2	14.2	10	5.8	69	23	37	0	1004	974
24/02/2004	1	5.4	10	7.9	1.4	75	7	24	0	1008	978
25/02/2004	-3	2.6	7.6	3.1	-1.1	77	0	0	0	1012	982
26/02/2004	4	6.4	8.4	8.1	5.2	92	2	9	0	1000	970
27/02/2004	3.8	5.2	7.8	12.2	1.4	76	6	11	0	995	965
28/02/2004	-0.8	2.3	5.4	11.4	0.8	90	4	18	0	997	967
29/02/2004	0.6	2.4	6.4	0.5	-0.2	83	5	9	0	1007	976
01/03/2004	-1	2.2	5.6	1	-3.2	67	7	17	0	1015	984
02/03/2004	-1.2	2.2	5.6	0	-8.4	45	15	24	0	1023	992
03/03/2004	-5.2	2.8	11.2	0	-6.9	49	2	5	0	1026	995
04/03/2004	-3.6	4.3	12.4	0	-5.4	49	1	8	0	1023	992
05/03/2004	2	6.5	13.2	0	-1.6	56	6	15	0	1020	989
06/03/2004	4	6.1	8	10	0.5	67	0	0	0	1022	991
07/03/2004	3.2	4.2	7.6	17	2.2	87	7	9	0	1017	987
08/03/2004	-0.4	2.4	5.6	0	0.3	86	0	0	0	1016	985
09/03/2004	2.4	4.7	9.2	0	-2.4	60	1	9	0	1019	988
10/03/2004	-1	4.1	12	0.8	-0.2	73	4	13	0	1022	991
11/03/2004	4.6	6.1	8.2	8.9	2.9	80	5	11	0	1016	986
12/03/2004	0	5.1	10.2	0	1.2	76	0	0	0	1023	992
13/03/2004	-0.2	7.5	15.6	0	1.7	67	3	11	0	1027	996
14/03/2004	3.4	10.2	18.2	0	4.1	66	0	0	0	1031	1001
15/03/2004	6.2	12.7	20.2	0	6.1	64	1	9	0	1032	1002
16/03/2004	2.6	11.8	21	0	3.7	58	0	0	0	1033	1003
17/03/2004	2.8	10.7	22.2	0	3.2	60	1	4	0	1032	1001
18/03/2004	3.4	13.8	22.6	0	7.1	64	4	11	0	1029	999
19/03/2004	6.4	9.2	13.2	0	7.3	88	2	11	0	1029	999
20/03/2004	8.8	11.5	14.8	0	6.5	71	4	9	0	1027	997
21/03/2004	10	12.7	17.2	0	8.9	78	13	24	0	1021	991
22/03/2004	9.4	13.4	18.8	0	7.4	67	14	36	0	1013	983
23/03/2004	3.4	7.6	10.2	0.5	5.2	85	1	9	0	1005	975
24/03/2004	0.4	5.7	10.4	5.1	4	89	4	18	0	1004	974
25/03/2004	5.2	7.8	13.6	8.9	4	77	2	8	0	1010	980
26/03/2004	2.8	6.9	14	6.6	3.1	77	1	8	0	1008	978
27/03/2004	2	9.1	14.8	0	1.7	60	0	0	0	1011	981
28/03/2004	1	8.2	15.6	0	0.6	59	7	15	0	1017	987
29/03/2004	4.4	10.7	17.4	0	-0.1	47	10	21	0	1018	988
30/03/2004	7.2	12.4	18.4	0	-0.2	42	4	11	0	1017	987
31/03/2004	8.8	10.2	13	8.1	6.6	78	1	4	0	1017	987
01/04/2004	7.4	12.2	19.8	0	6.9	70	2	8	0	1013	983
02/04/2004	4	13.2	21.4	0	6.4	63	3	15	0	1017	988
03/04/2004	6.8	13.8	19.6	0	8.8	72	1	5	0	1022	992
04/04/2004	6.6	13.2	21.8	7.6	10.2	82	4	11	0	1024	995
05/04/2004	8.4	12.4	18.2	0	8.3	76	12	18	0	1021	991
06/04/2004	6.8	11.1	18	0	5.8	70	9	17	0	1010	981
07/04/2004	7	9.8	15.2	1	4.2	68	17	34	0	1007	977
08/04/2004	0.6	9.1	16.2	0	2.4	63	1	5	0	1012	982
09/04/2004	7.6	8.7	11	3.1	6.2	84	1	4	0	1010	980
10/04/2004	5.2	10.6	16	0	2.8	58	6	15	0	1007	978
11/04/2004	2.8	11.5	19.2	0	1.2	49	3	9	0	1011	982
12/04/2004	7.8	9.2	11.2	10	4.8	74	9	13	0	1011	982
13/04/2004	5.8	8.2	10.8	2	5.7	84	2	8	0	1012	982
14/04/2004	4.6	9.1	17	0	5.1	76	2	11	0	1018	988
15/04/2004	1.8	9.2	15.4	10	5.8	79	0	0	0	1024	994
16/04/2004	7.2	9.2	14.2	13	8.4	95	0	0	0	1019	989
17/04/2004	9.4	12.6	18.8	13	9.4	81	3	13	0	1006	977
18/04/2004	9	11.7	13.6	1	9.3	85	0	0	0	1004	974
19/04/2004	5.4	9.1	14	21.6	6.9	86	7	28	0	999	969
20/04/2004	5	11.1	17.4	7.9	6.1	71	1	8	0	1005	975
21/04/2004	4.6	11.6	20.4	0	6.2	69	2	8	0	1015	985
22/04/2004	5	15.6	24	0	5.7	52	1	4	0	1015	986
23/04/2004	7.8	15.7	24	0	7.3	57	2	8	0	1013	984
24/04/2004	5	15.2	25.2	0	7.4	60	2	11	0	1012	983
25/04/2004	8	11.5	15.4	8.9	2.7	55	13	21	0	1015	986
26/04/2004	9.8	13.8	19.2	0	3.6	50	14	21	0	1015	986
27/04/2004	9.4	15.4	22.2	0	6.7	56	1	4	0	1014	984
28/04/2004	8	16.1	23.4	0	9.4	64	5	15	0	1013	984
29/04/2004	4.6	14	24	0	8.1	68	1	9	0	1010	980
30/04/2004	12.2	14.1	16	5.1	12.2	88	0	0	0	1005	976
01/05/2004	11.4	15.3	21.2	3.1	9.7	69	5	18	0	1009	980
02/05/2004	5.4	13.1	20.6	0.5	8.3	73	4	15	0	1013	983
03/05/2004	11.4	17	26	0.5	9.8	63	3	11	0	1007	978
04/05/2004	11.4	13.6	17.6	22.9	11.4	87	7	24	0	998	970
05/05/2004	11.2	12	14.6	25.9	9.8	86	9	18	0	994	965
06/05/2004	7.4	9.2	17.2	17	6.9	86	8	17	0	996	966
07/05/2004	6	10.1	16.6	18	5.1	71	16	37	0	1004	974
08/05/2004	3.2	9.2	16.6	19.1	5.2	76	8	21	0	1008	978
09/05/2004	5.2	9.6	15	0	5.8	77	3	13	0	1010	980
10/05/2004	6.2	12.5	18.6	0	7.1	70	7	15	0	1012	982
11/05/2004	4.8	13.4	21.2	0	6.3	62	2	9	0	1016	987
12/05/2004	8.8	13.2	19.2	7.1	8.8	75	6	15	0	1011	981
13/05/2004	10.8	14.1	18.2	2	8.2	68	3	11	0	1006	977
14/05/2004	8.8	15.9	22.4	0	5.3	49	5	13	0	1015	985
15/05/2004	6.6	14.7	22.4	0	3.2	46	4	11	0	1021	992
16/05/2004	5.2	15.1	25.6	0	4.1	48	5	21	0	1018	989
17/05/2004	9.8	16.2	21.8	0	2.4	39	11	21	0	1021	992
18/05/2004	6.8	16.3	24.6	0	5.6	49	4	15	0	1024	994
19/05/2004	7.8	16.6	26.2	0	8	57	7	21	0	1024	994
20/05/2004	8.6	17.8	26.4	0	8.2	53	4	13	0	1022	992
21/05/2004	9.2	17.5	25.8	0	9.1	58	4	17	0	1017	988
22/05/2004	8.8	15.7	23.4	0	9.7	67	5	15	0	1014	985
23/05/2004	13.4	16.1	22.8	0.5	11.5	74	4	13	0	1014	985
24/05/2004	11.2	15	20.2	0	0.2	36	10	18	0	1020	990
25/05/2004	2.8	14.9	23.2	0	0.4	37	5	11	0	1020	990
26/05/2004	7.4	16.5	25.8	0	6.1	50	1	8	0	1018	988
27/05/2004	9.6	17.9	27	0	8.1	53	5	17	0	1018	989
28/05/2004	11.4	15.3	21.6	2	10.4	73	3	9	0	1019	989
29/05/2004	10.4	14.3	18.4	2	8.7	69	4	11	0	1020	991
30/05/2004	7.4	16.5	24.2	0	6.8	53	3	15	0	1021	992
31/05/2004	9.4	17.9	25.8	10	10.2	61	3	17	0	1019	990
01/06/2004	14.8	17	21.8	8.1	14.8	87	1	8	0	1017	988
02/06/2004	14.8	19.5	25.2	3.6	14.7	74	3	11	0	1014	985
03/06/2004	12.4	17.2	23.4	23.9	11.9	71	2	9	0	1012	983
04/06/2004	10.4	17.1	23.6	0	10.1	63	4	15	0	1012	983
05/06/2004	11.8	18.4	24.8	10	11.8	65	1	5	0	1012	983
06/06/2004	14.2	17	22.8	7.1	10.3	65	6	18	0	1014	985
07/06/2004	10.2	18.9	26.8	0	10.2	57	4	13	0	1020	991
08/06/2004	11.8	20.8	28.4	0	12.1	57	0	2	0	1022	993
09/06/2004	13.4	22.1	31.6	0	13.9	60	1	9	0	1022	993
10/06/2004	14.8	23.9	32	0	14.8	57	2	8	0	1022	993
11/06/2004	12.8	22.5	30.6	0	12	51	7	17	0	1020	991
12/06/2004	11.2	20.6	27.6	0	12.2	59	5	18	0	1017	988
13/06/2004	14.2	17.9	22.2	0	11.4	66	10	21	0	1016	987
14/06/2004	15	18.7	23.4	0	11.8	64	17	34	0	1018	989
15/06/2004	14.2	20.6	27.4	0	12.6	60	6	11	0	1018	989
16/06/2004	11.8	19.7	26.8	0	12.5	63	3	8	0	1014	985
17/06/2004	12.4	20.5	28	0	12.6	60	7	15	0	1010	982
18/06/2004	11.6	22.1	29.4	0	13.1	57	4	13	0	1006	978
19/06/2004	13	21.7	29.2	0	13.9	61	9	22	0	1006	978
20/06/2004	14.6	18.6	25.2	17	13.3	71	6	29	0	1006	977
21/06/2004	9.6	17.3	25	0	8.8	57	11	28	0	1014	985
22/06/2004	10	19	26.8	0	10.9	59	3	11	0	1020	991
23/06/2004	12.4	21.1	32.2	0	12.2	57	7	15	0	1017	988
24/06/2004	13	23.4	28.8	0	12.8	51	7	13	0	1013	984
25/06/2004	13.6	21.3	29.6	0	11.2	53	5	17	0	1014	986
26/06/2004	10.8	21.9	30.2	0	11.2	51	3	9	0	1018	989
27/06/2004	17	25.9	32.4	0	13.2	45	4	9	0	1020	991
28/06/2004	15	25.6	33.8	0	15.4	53	6	15	0	1020	992
29/06/2004	17	24.5	31.4	0	16.5	61	2	9	0	1017	989
30/06/2004	21.6	26.1	32.8	0	18	61	2	8	0	1016	988
01/07/2004	17.8	25	33	0	16.4	59	5	17	0	1014	986
02/07/2004	18.8	22.4	33	0	13.5	57	10	26	0	1013	984
03/07/2004	12.8	23	30.8	0	10.1	44	3	8	0	1014	986
04/07/2004	13.8	23.7	32	0	11.7	47	4	11	0	1017	988
05/07/2004	13.2	24.6	33.4	0	10.8	42	3	13	0	1018	990
06/07/2004	14.2	25.2	34.4	0	13.1	47	5	18	0	1017	988
07/07/2004	16.4	26.2	36.4	0	13.3	45	4	21	0	1016	987
08/07/2004	16	25.2	33.4	0	14.4	51	4	15	0	1015	987
09/07/2004	16.4	23.9	29.8	10	10.7	43	11	24	0	1014	986
10/07/2004	13.6	21.2	28.4	0	10.2	49	10	26	0	1015	986
11/07/2004	11.8	19.8	27.2	0	9	50	9	26	0	1012	983
12/07/2004	10.2	16.6	23.8	2	11.8	73	4	13	0	1009	980
13/07/2004	18.4	22.2	27.2	0	6.2	35	7	11	0	1012	983
14/07/2004	13.8	21.2	27.4	10	9.6	47	4	9	0	1015	986
15/07/2004	12.2	21.2	29	0	10.7	51	4	15	0	1017	989
16/07/2004	11.6	22.7	31.4	0	10.2	45	4	13	0	1018	989
17/07/2004	14	23.9	33.4	0	11.2	45	6	15	0	1019	990
18/07/2004	13.2	23.5	33	0	10.6	44	3	11	0	1020	992
19/07/2004	13.8	24.6	34	0	12.1	46	2	5	0	1019	990
20/07/2004	17.8	26.3	34.4	0	13.9	46	3	9	0	1017	988
21/07/2004	16	26.2	35	0	13.8	46	4	13	0	1017	989
22/07/2004	17	27.5	37.2	0	14.9	46	6	18	0	1018	990
23/07/2004	16.4	27.4	36.4	0	14.1	44	5	15	0	1018	989
24/07/2004	18	26.4	35.8	0	15.9	52	4	18	0	1013	985
25/07/2004	20.6	23.7	28.4	0	17.7	69	12	18	0	1010	982
26/07/2004	18.8	24.8	31.6	0	14.6	53	6	13	0	1008	980
27/07/2004	15	22.2	29	0	12.6	55	8	18	0	1010	982
28/07/2004	13.6	22.7	29	0	9.1	42	5	9	0	1015	986
29/07/2004	12.6	22.6	31.2	0	10.1	45	2	8	0	1015	986
30/07/2004	14.6	24.1	32.4	0	14.3	54	3	11	0	1016	988
31/07/2004	18.4	26.3	33	0	14.6	49	3	11	0	1017	989
01/08/2004	16.8	25.9	35	0	16.1	55	5	15	0	1016	988
02/08/2004	18.6	25.6	32.4	0	16.4	57	7	15	0	1014	986
03/08/2004	18.4	24.5	32.2	0	16.9	63	6	18	0	1011	983
04/08/2004	18.8	23.9	32.2	14	18.8	73	4	11	0	1011	982
05/08/2004	16.8	20.7	30.8	7.1	17.1	80	2	8	0	1011	983
06/08/2004	15.6	21.5	30	0.8	16.2	72	1	9	0	1012	984
07/08/2004	16.4	23.6	31.8	0	15.9	62	3	9	0	1014	985
08/08/2004	16.4	21.7	29.4	7.9	17.7	78	2	9	0	1013	984
09/08/2004	18.8	23.7	30.4	0	17.6	69	0	0	0	1013	984
10/08/2004	18.6	25.8	33.4	0	17.2	59	2	8	0	1012	983
11/08/2004	20	26.3	33.4	0	18.4	62	6	11	0	1011	983
12/08/2004	18.8	25.5	30	0	18	63	3	11	0	1011	983
13/08/2004	20.8	25.2	31.8	0	14.5	52	9	24	0	1010	982
14/08/2004	15.2	22.2	30.4	2	15.3	65	4	11	0	1011	983
15/08/2004	14.6	21.5	31.6	0	13.2	59	3	11	0	1015	986
16/08/2004	12.8	23.3	32	0	10.1	43	3	11	0	1015	986
17/08/2004	15.2	24.2	33	0	13.2	50	3	11	0	1014	986
18/08/2004	13.8	21.2	32.6	0	14.7	66	3	11	0	1017	988
19/08/2004	20	26.6	32.4	0	18.2	60	7	15	0	1016	988
20/08/2004	17.6	25.3	34.2	0	16.6	59	9	18	0	1012	983
21/08/2004	16.8	22.4	27	0	11.3	49	15	34	0	1011	983
22/08/2004	13.6	21.4	30.8	0	11.3	53	2	11	0	1018	989
23/08/2004	13	23.4	31.8	0	10.8	45	4	9	0	1021	992
24/08/2004	13.4	23.1	33.6	0	11.8	49	8	18	0	1020	991
25/08/2004	17	23.8	31.2	0	16.6	64	12	28	0	1015	986
26/08/2004	15	20.6	28	0.5	13.7	65	6	24	0	1010	982
27/08/2004	11.8	20.6	30.2	0	9.7	50	4	11	0	1015	986
28/08/2004	10.8	21.3	30.4	0	9.4	47	3	9	0	1016	987
29/08/2004	13.8	22.6	31.2	0	12.2	52	5	15	0	1017	988
30/08/2004	14.6	22.1	29	0	14.8	63	4	11	0	1017	988
31/08/2004	16.4	22.9	30.2	0	14.4	59	7	15	0	1014	986
01/09/2004	16.4	22.4	29.4	0	13.7	58	1	9	0	1015	987
02/09/2004	17.2	24.8	31.2	0	13.9	51	1	5	0	1017	989
03/09/2004	16.6	24.4	32.8	0	13.7	51	1	5	0	1021	992
04/09/2004	15	25.1	34	0	11.3	42	5	11	0	1023	994
05/09/2004	17	23.7	30.2	0	10.1	42	13	26	0	1023	994
06/09/2004	14.8	21.3	29	0	11.2	53	7	18	0	1022	993
07/09/2004	14.8	22	29.4	0	10.7	49	4	11	0	1023	994
08/09/2004	10	21.6	30.2	0	7.4	40	3	11	0	1024	994
09/09/2004	10.8	21	29.6	0	9.8	49	6	11	0	1024	995
10/09/2004	11.8	20.7	29.6	0	9.9	50	5	11	0	1024	995
11/09/2004	11.2	20.7	30	0	11.3	55	3	9	0	1024	994
12/09/2004	13.8	20.9	28.8	10	16.1	74	9	26	0	1020	992
13/09/2004	13.8	22.2	29.8	0	14.3	61	5	18	0	1019	990
14/09/2004	16.6	22.3	29.4	10	16.6	70	10	24	0	1017	988
15/09/2004	16.6	18.4	21	30	16.7	90	4	29	0	1016	987
16/09/2004	15.4	16.3	21.4	13	14.1	87	3	9	0	1018	989
17/09/2004	14.2	17.4	19.8	6.1	10.8	65	13	18	0	1020	990
18/09/2004	15.8	19.4	25.2	0	10.2	55	7	15	0	1019	990
19/09/2004	10.8	18.3	26.4	0	11.2	63	0	0	0	1016	987
20/09/2004	12.6	19.4	27.4	0	12.3	63	2	8	0	1017	988
21/09/2004	12.2	20.4	27	0	12.2	59	4	11	0	1016	987
22/09/2004	13.2	19.6	26	0	12.5	64	2	8	0	1014	985
23/09/2004	12.4	17.9	25.6	0	12.9	73	2	13	0	1012	983
24/09/2004	10.6	15.9	23.4	1	12.6	81	7	21	0	1005	976
25/09/2004	9.6	12.4	16.2	9.9	5.8	64	8	15	0	1010	980
26/09/2004	7.2	11.3	18.2	2	6.3	71	4	13	0	1015	985
27/09/2004	8.2	13.6	19	0	4.9	56	8	15	0	1018	989
28/09/2004	5.6	13.4	21.4	0	6.4	63	2	8	0	1021	991
29/09/2004	5.8	15.5	22.8	0	6.6	55	2	9	0	1019	990
30/09/2004	9.6	14	18.6	3.1	11.4	84	0	0	0	1022	992
01/10/2004	11	15.6	23.2	0	13.2	86	0	0	0	1023	994
02/10/2004	15	18.1	22.2	0	14.1	77	1	9	0	1023	994
03/10/2004	13.2	16.9	22.6	0	13.2	79	0	4	0	1024	994
04/10/2004	9.6	16.7	23	0	12.2	75	0	0	0	1024	995
05/10/2004	10.8	17.7	24.6	0	12.6	72	0	4	0	1023	994
06/10/2004	10.8	17.2	24.8	0	11.8	71	1	4	0	1022	993
07/10/2004	12	17.4	23	0	13.7	79	0	0	0	1021	991
08/10/2004	14.2	17.9	23	0	14.6	81	0	0	0	1019	990
09/10/2004	13	19.4	25	0	15.4	78	4	13	0	1016	987
10/10/2004	16.6	18.5	21.4	6.1	16.2	86	7	22	0	1012	983
11/10/2004	13.2	15.8	19.2	21.8	13.9	88	2	11	0	1014	985
12/10/2004	10.4	14.2	18.8	0	10	76	5	13	0	1018	989
13/10/2004	11.6	13.3	17.2	10	7.9	70	9	11	0	1019	989
14/10/2004	11.2	13.6	15.8	1	10.3	80	3	13	0	1014	985
15/10/2004	13	14.6	17.8	14	12.4	87	3	15	0	1010	980
16/10/2004	11.4	13	16.2	33	10.1	83	10	28	0	1005	976
17/10/2004	11	13.9	17	15	8.6	70	14	24	0	1007	978
18/10/2004	13	15.7	19	0	9.8	68	4	13	0	1017	987
19/10/2004	11	13.8	16.2	1	12.5	92	0	0	0	1016	986
20/10/2004	14.6	17.9	23.2	0	15.1	84	2	9	0	1016	986
21/10/2004	15.2	19	24	0	16.3	84	0	2	0	1017	988
22/10/2004	11.8	16.3	22	0	14.7	90	2	9	0	1021	992
23/10/2004	12.6	16.9	22	0	14.4	85	1	8	0	1022	992
24/10/2004	11.4	15.3	20.6	0	13.6	90	1	8	0	1022	992
25/10/2004	11.2	14.9	20	0	12.1	83	0	0	0	1019	990
26/10/2004	9.8	15.7	22.4	0	11.9	78	1	5	0	1013	983
27/10/2004	13.8	15.7	19.4	7.1	13.4	86	4	18	0	1010	981
28/10/2004	12.2	14.9	18.8	1	12.5	86	3	8	0	1011	982
29/10/2004	15.8	17.7	21.4	89.9	14.7	83	14	21	0	1008	979
30/10/2004	15	17.4	20.4	36.1	14.9	85	2	17	0	1008	979
31/10/2004	16.4	19.8	24	5.6	16.1	79	11	26	0	1008	980
01/11/2004	15.4	18.2	24	0.5	15.7	85	0	4	0	1014	985
02/11/2004	10.8	15.9	22	0	13.5	86	0	0	0	1014	985
03/11/2004	11.2	16.4	23.2	0	11.7	74	3	13	0	1017	988
04/11/2004	9.2	15.3	23.4	0	11.9	80	0	0	0	1019	990
05/11/2004	8.4	12.9	19.2	0	10.6	86	0	0	0	1019	989
06/11/2004	8	13	17.6	10	11.3	89	0	0	0	1016	986
07/11/2004	10	12.7	15.6	2	3.1	52	11	22	0	1010	981
08/11/2004	3	7.6	11.8	0	0.3	60	10	18	0	1009	979
09/11/2004	-1.4	3.3	8.2	2	0.6	82	4	24	0	1008	978
10/11/2004	4.8	6.2	8.2	38.9	5	92	3	13	0	1002	972
11/11/2004	6.2	8.5	10	7.1	7.5	93	0	0	0	1010	980
12/11/2004	8.8	12.4	14.4	1	8.3	76	6	15	0	1015	986
13/11/2004	10	13.7	18.4	10	8.6	71	6	22	0	1009	979
14/11/2004	5.2	7.5	10.2	3.1	-0.1	58	24	29	0	1008	978
15/11/2004	5.8	8.2	10.4	0	-1.3	51	20	26	0	1015	985
16/11/2004	4.2	8.5	15.8	0	-0.5	53	6	15	0	1020	990
17/11/2004	-0.4	5.8	14.6	0	0.3	68	0	0	0	1026	996
18/11/2004	1.2	7.7	14.2	0	4.6	81	5	11	0	1024	993
19/11/2004	7.8	10.2	13	1	6.7	79	15	24	0	1011	981
20/11/2004	-0.8	5.4	11.4	0	-6.2	43	3	15	0	1018	988
21/11/2004	-4.8	1.1	10.2	0	-5.3	62	0	4	0	1026	995
22/11/2004	-4.2	1.2	5.4	10	-1.9	80	0	0	0	1030	999
23/11/2004	4.8	8.1	11.4	0	5.8	85	0	0	0	1024	994
24/11/2004	3.8	8.8	19.4	0	4.7	75	3	9	0	1024	994
25/11/2004	-0.4	5.8	13.2	0	1.7	75	0	0	0	1029	998
26/11/2004	3.6	8.3	11.2	0	6.3	87	1	9	0	1030	999
27/11/2004	7.1	9.6	12.2	2.5	9	96	0	0	0	1024	994
28/11/2004	3	5.6	7.4	0	5.2	97	3	9	0	1024	993
29/11/2004	5.8	9.7	14	1.5	6.9	83	9	29	0	1017	987
30/11/2004	3.4	9	13.2	16	7.1	88	8	29	0	1012	982
01/12/2004	0.6	5.9	9.4	4.1	5.6	98	0	0	0	1014	984
02/12/2004	7	11.4	16.4	4.1	10	91	4	21	0	1015	985
03/12/2004	7.8	11.4	14.6	22.1	10.4	94	0	0	0	1019	990
04/12/2004	6.2	9.7	10.8	23.1	9.1	96	1	4	0	1023	993
05/12/2004	9.2	9.9	10.6	38.9	9.3	96	2	11	0	1022	992
06/12/2004	9.2	11.3	15.2	3.1	9.1	86	1	5	0	1023	993
07/12/2004	7.8	11	15.2	0	6.6	74	2	5	0	1026	996
08/12/2004	4.8	9.6	13.4	2	7.5	87	1	8	0	1025	995
09/12/2004	10	11.3	12.8	2	6.3	71	14	21	0	1022	992
10/12/2004	5.4	10.1	14.6	0	-2.1	42	4	8	0	1021	991
11/12/2004	3.6	8.2	15	0	-3.9	42	3	8	0	1024	994
12/12/2004	-1.4	4.4	12.2	0	-0.3	71	0	0	0	1028	997
13/12/2004	-0.6	4.2	11.6	0	1.8	84	0	0	0	1029	998
14/12/2004	-1.2	4.2	14	0	2.8	91	0	0	0	1030	999
15/12/2004	0.4	2.5	5.8	0	2.2	98	0	0	0	1029	998
16/12/2004	3.2	5.3	7.4	2	4	91	0	0	0	1023	993
17/12/2004	6.4	8.2	11	4.1	6.7	90	1	9	0	1010	980
18/12/2004	1	7.9	12.2	13	-1.8	50	9	21	0	1002	972
19/12/2004	-2.2	1.3	4.2	1	-1.6	81	0	0	0	1009	979
20/12/2004	3.2	5.2	7.2	6.1	-1.7	61	18	34	0	1010	980
21/12/2004	0.8	2.7	5.6	0	-8.3	44	11	18	0	1020	989
22/12/2004	-1.2	1.4	5.4	0	-6.9	54	2	8	0	1022	991
23/12/2004	-6.4	0.3	5.8	0	-5.2	66	0	0	0	1022	991
24/12/2004	1.4	4.1	7.2	10	0.6	78	0	0	0	1018	988
25/12/2004	5.2	8.1	11.2	10	6.1	87	6	13	0	1012	982
26/12/2004	7	8.7	10.6	22.9	6.3	85	7	17	0	997	968
27/12/2004	6.8	7.8	9	20.8	4.6	80	14	24	0	1004	974
28/12/2004	4.6	6.6	8.6	0.8	3.3	79	3	11	0	1011	980
29/12/2004	5	6.9	9.2	0.5	0.2	62	15	41	0	1011	981
30/12/2004	3.4	5.9	8.8	0	-5.4	44	19	29	0	1026	995
31/12/2004	2	4.6	9	0	-5.4	48	7	11	0	1026	996
01/01/2005	-3.8	1.5	8.4	0	-4.8	63	0	0	0	1026	995
02/01/2005	-3.4	1.9	8.2	0	-1.5	78	2	8	0	1026	995
03/01/2005	-1.8	3.3	10.8	0	-3.3	62	2	9	0	1029	998
04/01/2005	-4	1.8	9.4	0	-0.8	83	2	8	0	1035	1004
05/01/2005	2.8	5.8	8.4	0	3.6	86	3	13	0	1034	1003
06/01/2005	1	6.8	11	0	4.3	84	6	13	0	1032	1001
07/01/2005	-1.6	1.3	6.2	0	0.8	96	0	0	0	1038	1006
08/01/2005	-2	3.6	9.2	0	1.7	87	0	4	0	1036	1005
09/01/2005	5.4	7.6	10.6	0	4.3	80	6	9	0	1034	1003
10/01/2005	6.8	8	9.2	0	6.3	89	0	0	0	1035	1004
11/01/2005	5.2	6.9	9.2	0	5.1	88	0	0	0	1033	1002
12/01/2005	4	7.4	10.8	0	4.5	82	2	8	0	1030	1000
13/01/2005	3	5.1	9.2	0	3.6	90	0	0	0	1027	996
14/01/2005	1	3	5	0	1.6	90	0	0	0	1027	996
15/01/2005	-2.8	2.7	9	0	-2.4	69	1	5	0	1029	998
16/01/2005	-1.4	3.4	7.4	0	-5.4	52	4	13	0	1030	999
17/01/2005	-3.8	1.7	8.6	0	-6.1	56	3	13	0	1028	997
18/01/2005	-5.8	-0.6	7	10	-3.1	83	3	15	0	1017	986
19/01/2005	2.8	5.1	6.4	14.5	-0.6	67	14	21	0	1003	973
20/01/2005	2.2	5.8	10	0	-6.6	40	4	11	0	1016	985
21/01/2005	-1	3.5	9	0	-1	72	0	0	0	1010	979
22/01/2005	-1.6	3.5	10.4	0	-2.5	65	4	11	0	1011	981
23/01/2005	-4.2	-0.2	4.2	4.1	-3.7	77	1	9	0	1017	986
24/01/2005	0.4	2.8	6.2	2	-3.8	62	7	13	0	1007	977
25/01/2005	0.8	1.6	2.4	0	-6	57	12	17	0	1003	972
26/01/2005	-0.4	0.6	2	0	-6	61	11	18	0	1001	970
27/01/2005	-0.8	0.7	3.6	0	-6.4	59	9	17	0	1005	975
28/01/2005	-1.4	-0.6	1	0.8	-5.4	70	4	11	0	1008	977
29/01/2005	-2.2	-0.2	2.4	0	-7.7	57	14	26	0	1008	977
30/01/2005	-0.6	1.1	3.6	0	-9.1	46	18	26	0	1019	988
31/01/2005	-3	0.9	7.6	0	-10.3	43	2	5	0	1023	992
01/02/2005	-4.8	0.7	5.4	0	-3.7	72	2	11	0	1016	986
02/02/2005	-3.4	1.6	8.4	0	-6.4	55	2	8	0	1022	992
03/02/2005	-5.2	0.9	9	0	-3.8	71	1	5	0	1023	992
04/02/2005	-3.4	1.8	7.4	0	-4.9	61	5	13	0	1029	998
05/02/2005	-3.6	1.2	5.6	0	-8.7	48	3	9	0	1028	997
06/02/2005	-4.8	0.4	6.4	0	-8.4	52	2	9	0	1029	998
07/02/2005	-5.2	0.4	7.4	0	-6.9	58	2	9	0	1031	999
08/02/2005	-0.6	3.3	8.2	0	-4.8	55	5	9	0	1033	1002
09/02/2005	-0.6	3.6	8.6	0	-5.6	51	8	18	0	1032	1001
10/02/2005	-5.2	1.9	10	0	-10	41	1	5	0	1034	1002
